1.4142135,1.118034,1.118034,1.118034,1.118034,0.70710677,0.70710677,0.5,1.118034,1.118034,0.70710677,0.70710677,1.118034,0.5,1.118034,1.118034,1.0,0.5,0.70710677,1.118034,0.70710677,0.5,0.5,0.70710677,0.70710677,0.5,0.5,0.70710677,0.70710677,0.5,1.118034,0.5,0.5,0.70710677,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.70710677,0.5,0.5,1.118034,1.118034,0.5,0.5,0.70710677,0.5,0.5,0.70710677,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,1.4142135,2.828427,2.1213202,4.2426405,2.828427,3.535534,2.828427,4.2426405,3.2015622,4.2426405,3.535534,1.4142135,4.2426405,6.0207973,2.828427,3.535534,3.535534,5.315073,2.5,
1.118034,1.4142135,1.118034,1.118034,1.118034,0.70710677,1.118034,0.70710677,0.70710677,1.118034,0.70710677,1.0,1.118034,0.70710677,1.118034,0.5,0.5,0.70710677,1.118034,1.118034,1.118034,0.70710677,0.5,0.5,1.118034,1.118034,1.118034,0.5,0.5,0.70710677,1.118034,0.5,0.5,1.118034,0.5,1.118034,0.5,0.5,0.5,0.70710677,0.5,1.118034,0.5,0.5,0.5,0.5,0.5,1.118034,0.70710677,0.70710677,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.118034,1.4142135,0.70710677,1.4142135,2.1213202,2.1213202,0.70710677,2.828427,3.535534,2.828427,3.2015622,3.2015622,3.535534,2.828427,4.609772,2.1213202,2.828427,4.609772,2.828427,
0.70710677,0.70710677,0.70710677,1.118034,1.118034,1.118034,1.118034,0.70710677,1.118034,0.70710677,1.118034,1.118034,0.70710677,0.5,0.70710677,1.118034,0.70710677,0.70710677,0.70710677,0.70710677,1.118034,0.70710677,1.118034,0.70710677,1.118034,0.70710677,1.118034,0.70710677,0.5,0.5,0.70710677,0.70710677,1.118034,0.5,0.5,1.118034,0.70710677,0.5,0.70710677,0.70710677,1.118034,0.5,0.5,0.70710677,0.5,0.5,0.5,0.5,0.70710677,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.70710677,0.70710677,1.118034,2.5,1.4142135,1.8027756,2.1213202,2.5,2.1213202,3.905125,3.2015622,1.4142135,3.535534,3.2015622,1.4142135,4.609772,5.0,1.4142135,3.905125,
0.70710677,0.70710677,1.118034,0.70710677,0.70710677,0.70710677,0.70710677,1.118034,0.5,0.70710677,1.118034,0.70710677,1.118034,0.70710677,1.118034,1.118034,0.70710677,1.118034,1.118034,0.70710677,1.118034,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.70710677,1.0,0.5,0.5,0.70710677,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.70710677,0.70710677,0.70710677,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.70710677,0.5,0.5,0.5,1.0,0.5,0.5,1.118034,1.118034,1.118034,0.70710677,0.70710677,1.4142135,0.70710677,1.8027756,3.2015622,3.2015622,1.4142135,2.5,2.5,2.5,3.2015622,3.2015622,3.2015622,3.6055512,3.905125,
0.70710677,1.118034,1.118034,0.70710677,1.118034,1.118034,0.70710677,1.118034,0.70710677,0.70710677,1.118034,0.70710677,1.118034,1.118034,1.118034,0.70710677,0.70710677,0.5,0.0,0.5,0.0,0.5,0.5,1.118034,1.118034,1.118034,1.118034,0.70710677,0.70710677,1.118034,1.118034,0.5,0.5,0.5,0.70710677,1.118034,1.0,0.70710677,0.70710677,0.0,0.5,0.5,0.70710677,0.5,0.70710677,0.5,0.5,0.5,0.0,0.0,0.70710677,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.70710677,1.0,0.70710677,0.70710677,1.118034,1.8027756,0.70710677,1.8027756,2.5,1.8027756,0.70710677,1.4142135,1.8027756,0.70710677,3.2015622,2.5,2.5,2.5,3.2015622,1.8027756,3.905125,
1.118034,1.118034,1.118034,0.5,0.70710677,0.70710677,0.70710677,1.118034,0.70710677,1.118034,0.70710677,0.70710677,0.70710677,0.70710677,1.118034,0.5,0.5,0.5,0.0,0.5,0.70710677,0.70710677,0.70710677,1.0,0.5,0.5,0.5,0.70710677,0.70710677,0.70710677,0.70710677,0.70710677,0.5,0.5,0.70710677,0.70710677,0.5,0.5,0.5,0.70710677,0.5,0.5,0.70710677,0.70710677,1.118034,0.70710677,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,1.5811388,1.118034,1.118034,1.8027756,1.8027756,1.118034,0.70710677,2.5,2.5,0.70710677,1.8027756,2.5,2.5,1.8027756,3.2015622,2.5,1.8027756,3.2015622,
0.70710677,0.70710677,0.70710677,1.118034,0.70710677,1.118034,1.118034,0.70710677,1.118034,0.70710677,0.70710677,0.70710677,0.5,0.0,0.5,0.70710677,1.118034,0.5,0.5,0.70710677,0.70710677,0.5,0.5,1.118034,0.70710677,0.70710677,0.70710677,0.5,0.70710677,0.5,0.70710677,0.5,0.70710677,0.70710677,0.70710677,0.70710677,0.5,0.5,0.5,0.70710677,0.5,0.5,0.70710677,0.5,0.0,0.5,0.5,0.5,0.5,0.70710677,0.5,0.5,0.5,0.5,0.70710677,0.5,0.70710677,0.5,0.5,0.5,1.0,0.5,0.5,1.118034,1.118034,1.118034,1.4142135,1.118034,1.8027756,0.70710677,1.8027756,1.4142135,0.70710677,1.4142135,2.5,1.8027756,1.118034,3.2015622,2.5,4.3011627,
0.70710677,0.70710677,1.118034,0.70710677,0.70710677,0.70710677,0.70710677,0.70710677,0.70710677,0.70710677,0.70710677,1.118034,0.70710677,1.0,0.5,0.70710677,1.118034,0.5,1.118034,0.70710677,0.5,0.70710677,0.70710677,0.70710677,0.70710677,0.5,0.5,0.5,0.70710677,1.0,0.70710677,0.5,0.70710677,0.70710677,0.70710677,0.70710677,0.70710677,0.70710677,0.70710677,0.5,0.5,0.70710677,0.5,0.70710677,0.70710677,0.70710677,0.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.70710677,0.5,0.5,1.118034,0.0,0.5,0.5,1.118034,0.5,1.118034,1.8027756,1.118034,2.236068,0.70710677,1.118034,1.8027756,1.8027756,2.5,2.9154758,0.70710677,1.8027756,1.8027756,1.8027756,2.5,2.9154758,
0.70710677,1.118034,0.70710677,0.70710677,1.118034,1.118034,1.118034,0.5,0.70710677,0.70710677,1.118034,0.5,0.0,1.118034,0.5,0.5,1.118034,0.5,0.70710677,0.70710677,0.5,0.5,0.70710677,0.5,0.0,0.70710677,0.70710677,0.5,0.70710677,0.70710677,0.70710677,0.70710677,0.70710677,0.70710677,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.70710677,0.5,0.5,0.5,0.5,0.5,0.70710677,0.5,0.5,0.70710677,0.5,0.70710677,0.5,0.5,1.0,0.5,0.70710677,0.5,0.5,0.5,0.5,1.118034,0.70710677,1.118034,1.118034,0.70710677,1.118034,1.8027756,1.118034,1.8027756,1.8027756,1.8027756,1.8027756,1.8027756,3.6055512,1.4142135,1.8027756,3.6055512,1.118034,
1.0,0.5,0.70710677,0.70710677,1.118034,0.70710677,0.70710677,1.118034,1.118034,0.70710677,0.5,0.5,0.5,0.5,0.70710677,0.70710677,0.70710677,0.70710677,0.70710677,0.5,0.5,0.70710677,0.0,0.70710677,0.70710677,0.70710677,0.70710677,0.5,0.5,0.5,0.5,0.5,0.70710677,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.70710677,0.70710677,0.5,0.70710677,0.70710677,0.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.70710677,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,1.118034,1.5811388,1.118034,0.0,1.118034,1.8027756,0.70710677,0.70710677,1.8027756,1.8027756,0.70710677,1.8027756,1.118034,1.118034,2.9154758,1.8027756,2.5,2.236068,
